YEAR,MET_NAME,Geography_Description,POPULATION_OTHER,POPULATION_RENTED,POPULATION_OWNED,HOUSEHOLDS_OTHER,HOUSEHOLDS_RENTED,HOUSEHOLDS_OWNED,BEDROOMS_OTHER,BEDROOMS_RENTED,BEDROOMS_OWNED,TOTAL_POPULATION,TOTAL_HOUSEHOLDS,TOTAL_BEDROOMS,DENSITY_OWNED,DENSITY_RENTED,DENSITY_OTHER,BEDROOM_DENSITY_OWNED,BEDROOM_DENSITY_RENTED,BEDROOM_DENSITY_OTHER,MET2013,AGE_UNDER_18_SHARE,AGE_18_TO_24_SHARE,AGE_25_TO_34_SHARE,AGE_34_TO_49_SHARE,AGE_50_AND_OVER_SHARE,CBSA Title,MET_CODE,Geography_Description_right,Period,CBSA_code,Costar_Geography,rent_growth,inventory_units
2005,"Hartford-West Hartford-East Hartford, CT",2013_CBSA_CODE,0.0,297635.0,828042.0,,136734.0,314180.0,,394949.0,1268789.0,1125677.0,,,2.635565599337959,2.1767446282563223,,0.6526238799359074,0.7536036298357509,,25540,0.2613335125237287,0.1250188989870143,0.17965293060291967,0.23459942547079476,0.21279755405110287,"Hartford-West Hartford-East Hartford, CT",25540,2013_CBSA_CODE,2005 Q4,25540,Hartford - CT USA,0.0111693535000086,56842
2013,"Medford, OR",2013_CBSA_CODE,3882.0,79818.0,124951.0,3882.0,31120.0,51863.0,0.0,98449.0,201450.0,208651.0,86865.0,299899.0,2.409251296685498,2.564845758354756,1.0,0.6202581285678829,0.8107548070574612,inf,32780,0.2833195519807562,0.12232829687539151,0.18037284822972263,0.20200957177578993,0.22228068856648875,"Medford, OR",32780,2013_CBSA_CODE,2013 Q4,32780,Medford - OR USA,0.0201947242021561,5194
2008,"Chico, CA",2013_CBSA_CODE,5400.0,88593.0,126278.0,5400.0,36453.0,49985.0,0.0,111992.0,187498.0,220271.0,91838.0,299490.0,2.5263178953686105,2.4303349518558144,1.0,0.6734898505584059,0.7910654332452318,inf,17020,0.23304324269411805,0.23744539636314382,0.23197092321063742,0.15778899010079803,0.1584662445114174,"Chico, CA",17020,2013_CBSA_CODE,2008 Q4,17020,Chico - CA USA,0.00683663692325354,10042
2007,"Milwaukee-Waukesha-West Allis, WI",2013_CBSA_CODE,32766.0,491750.0,1020119.0,32766.0,218630.0,387138.0,0.0,641516.0,1584082.0,1544635.0,638534.0,2225598.0,2.635026786313924,2.2492338654347526,1.0,0.643981182792305,0.7665436247887816,inf,33340,0.2967036095577021,0.1329150991357397,0.17026131164209457,0.21684189120488054,0.20024402643619726,"Milwaukee-Waukesha-West Allis, WI",33340,2013_CBSA_CODE,2007 Q4,33340,Milwaukee - WI USA,0.0145688578486443,89435
2021,"Oshkosh-Neenah, WI",2013_CBSA_CODE,6937.0,52108.0,112633.0,6937.0,25322.0,47472.0,0.0,79691.0,192004.0,171678.0,79731.0,271695.0,2.3726196494775866,2.0578153384408813,1.0,0.5866179871252682,0.6538755944836933,inf,36780,0.23144238888462423,0.1878406386735242,0.1951715667459891,0.1670185000383818,0.23564519843402165,"Oshkosh-Neenah, WI",36780,2013_CBSA_CODE,2021 Q4,36780,Oshkosh-Neenah - WI USA,0.0251705087721348,10191
2013,"Tampa-St. Petersburg-Clearwater, FL",2013_CBSA_CODE,48226.0,1021985.0,1801209.0,48226.0,416714.0,723210.0,0.0,1276739.0,2831401.0,2871420.0,1188150.0,4108140.0,2.4905753515576388,2.452485397658826,1.0,0.6361546810218687,0.8004650911423556,inf,45300,0.2704119923482243,0.11730211304471201,0.18612797643801035,0.21678791763088498,0.22474302460407933,"Tampa-St. Petersburg-Clearwater, FL",45300,2013_CBSA_CODE,2013 Q4,45300,Tampa - FL USA,0.0239557232707739,168215
2016,"Virginia Beach-Norfolk-Newport News, VA-NC",2013_CBSA_CODE,68550.0,635698.0,963601.0,68550.0,249520.0,365857.0,0.0,827401.0,1581322.0,1667849.0,683927.0,2408723.0,2.6338186777894097,2.5476835524206476,1.0,0.6093641902155286,0.7683070240427555,inf,47260,0.2869460026616412,0.12801676267661688,0.20607584104401774,0.20922356213170404,0.18826864328659207,"Virginia Beach-Norfolk-Newport News, VA-NC",47260,2013_CBSA_CODE,2016 Q4,47260,Norfolk - VA USA,0.0211406666785479,109828
2012,"Albuquerque, NM",2013_CBSA_CODE,14725.0,275526.0,596526.0,14725.0,113026.0,226729.0,0.0,341988.0,932772.0,886777.0,354480.0,1274760.0,2.63100882551416,2.4377222939854546,1.0,0.6395196253746896,0.8056598477139548,inf,10740,0.2738616319331025,0.15526302417920632,0.20559584213468057,0.20272134027278732,0.18404796643510957,"Albuquerque, NM",10740,2013_CBSA_CODE,2012 Q4,10740,Albuquerque - NM USA,0.012533281929791,48802
2017,"New York-Newark-Jersey City, NY-NJ-PA",2013_CBSA_CODE,408834.0,8910017.0,10946250.0,408834.0,3462392.0,3721490.0,0.0,9505414.0,15172425.0,20265101.0,7592716.0,24677839.0,2.9413621963245906,2.5733703751626043,1.0,0.7214568534693696,0.937362328458287,inf,35620,0.2355582486542955,0.0935705285410791,0.20153407114711452,0.2261153934947599,0.25973092980630674,"New York-Newark-Jersey City, NY-NJ-PA",35620,2013_CBSA_CODE,2017 Q4,35620,New York - NY USA,0.0112228356301785,1409922
2016,"Rochester, NY",2013_CBSA_CODE,47600.0,318646.0,747983.0,47600.0,147152.0,296126.0,0.0,437935.0,1228207.0,1114229.0,490878.0,1666142.0,2.5258943827965123,2.1654207893878437,1.0,0.6090040196807216,0.727610261796842,inf,40380,0.2488498208042781,0.1480734106186803,0.2043553033774157,0.17533877720103186,0.2394287077195383,"Rochester, NY",40380,2013_CBSA_CODE,2016 Q4,40380,Rochester - NY USA,0.0264148022979498,52889
2014,"Eau Claire, WI",2013_CBSA_CODE,6771.0,49174.0,100173.0,6771.0,23345.0,38520.0,0.0,77345.0,159362.0,156118.0,68636.0,236707.0,2.6005451713395638,2.1064039408866995,1.0,0.6285877436277155,0.635774775357166,inf,20740,0.17275389433440436,0.2598527677227803,0.16396876398096555,0.1601659413511205,0.24929840972871842,"Eau Claire, WI",20740,2013_CBSA_CODE,2014 Q4,20740,Eau Claire - WI USA,0.0150668555870652,5250
2019,"Jefferson City, MO",2013_CBSA_CODE,11113.0,40652.0,99136.0,11113.0,18930.0,40798.0,0.0,64229.0,171608.0,150901.0,70841.0,235837.0,2.429923035442914,2.147490755414686,1.0,0.5776886858421518,0.6329228230238677,inf,27620,0.28274131654039164,0.09330414247761487,0.18754304831250615,0.19356981206336712,0.2485978549640854,"Jefferson City, MO",27620,2013_CBSA_CODE,2019 Q4,27620,Jefferson City - MO USA,0.0311041101813316,2704
2007,"Saginaw, MI",2013_CBSA_CODE,5063.0,43928.0,153298.0,5063.0,19208.0,56795.0,0.0,59736.0,228633.0,202289.0,81066.0,288369.0,2.6991460515890484,2.286963765097876,1.0,0.6704981345650015,0.7353689567430025,inf,40980,0.3265570934256055,0.16461027135312328,0.17118921872154436,0.18785285011837552,0.1903797122564196,"Saginaw, MI",40980,2013_CBSA_CODE,2007 Q4,40980,Saginaw - MI USA,0.021647596731782,5851
2020,"Las Cruces, NM",2013_CBSA_CODE,5189.0,60474.0,156165.0,5189.0,24826.0,54487.0,0.0,79463.0,223962.0,221828.0,84502.0,303425.0,2.8660965000825884,2.4359139611697413,1.0,0.6972834677311329,0.7610334369454966,inf,29740,0.2660647551013659,0.1476833019148725,0.21685352382842213,0.24723021463769554,0.13533088600059529,"Las Cruces, NM",29740,2013_CBSA_CODE,2020 Q4,29740,Las Cruces - NM USA,0.0329414531588554,7958
2010,"Medford, OR",2013_CBSA_CODE,2867.0,72447.0,128309.0,2867.0,29682.0,51826.0,0.0,95070.0,205605.0,203623.0,84375.0,300675.0,2.4757650600084897,2.440772185162725,1.0,0.6240558352180151,0.7620384979488798,inf,32780,0.26589092716054497,0.11961847971620633,0.16913053680621695,0.22169309978328985,0.2401755766284318,"Medford, OR",32780,2013_CBSA_CODE,2010 Q4,32780,Medford - OR USA,0.00809531565755606,5194
2023,"Springfield, MO",2013_CBSA_CODE,10692.0,137489.0,292249.0,10692.0,69222.0,112979.0,0.0,215292.0,485063.0,440430.0,192893.0,700355.0,2.5867550606749927,1.986203808037907,1.0,0.6024969952356705,0.6386163907623135,inf,44180,0.18660401923062936,0.20197252143807867,0.22416338761646387,0.18186182167300657,0.22573442239015484,"Springfield, MO",44180,2013_CBSA_CODE,2023 Q4,44180,Springfield - MO USA,0.0256510321050882,25599
2010,"Tyler, TX",2013_CBSA_CODE,3997.0,63055.0,143525.0,3997.0,26029.0,53312.0,0.0,78866.0,215973.0,210577.0,83338.0,294839.0,2.692170618247299,2.4224902992815704,1.0,0.6645506614252708,0.7995207060076586,inf,46340,0.2981682657996987,0.15855998731266355,0.20199825549123782,0.1757037506938387,0.17568789152327333,"Tyler, TX",46340,2013_CBSA_CODE,2010 Q4,46340,Tyler - TX USA,0.00542970420792699,10407
2015,"Little Rock-North Little Rock-Conway, AR",2013_CBSA_CODE,13577.0,248258.0,441987.0,13577.0,101082.0,170628.0,0.0,312076.0,708120.0,703822.0,285287.0,1020196.0,2.5903544553062803,2.456006014918581,1.0,0.6241696322657176,0.79550494110409,inf,30780,0.29997824843509574,0.1353511266505007,0.19808022299382094,0.21157424936960742,0.17002876040248452,"Little Rock-North Little Rock-Conway, AR",30780,2013_CBSA_CODE,2015 Q4,30780,Little Rock - AR USA,0.020884683355689,45634
2009,"Davenport-Moline-Rock Island, IA-IL",2013_CBSA_CODE,8519.0,91795.0,274629.0,8519.0,45464.0,107570.0,0.0,135613.0,434530.0,374943.0,161553.0,570143.0,2.5530259365994237,2.019070033433046,1.0,0.6320139000759442,0.6768893837611438,inf,19340,0.24340105670243478,0.12003921782232148,0.22936979138297292,0.21399858380086062,0.20919440056647964,"Davenport-Moline-Rock Island, IA-IL",19340,2013_CBSA_CODE,2009 Q4,19340,Davenport - IA USA,-0.0219361390918493,12161
2017,"Waco, TX",2013_CBSA_CODE,9832.0,89505.0,152203.0,9832.0,37932.0,53153.0,0.0,119395.0,218557.0,251540.0,100917.0,337952.0,2.8634884202208717,2.3596172097437518,1.0,0.6963995662458764,0.7496545081452323,inf,47380,0.2702642310485448,0.18964303670186022,0.19825708061002179,0.18187810736830345,0.18306239874867325,"Waco, TX",47380,2013_CBSA_CODE,2017 Q4,47380,Waco - TX USA,0.0205400791019201,13086
2021,"Cape Coral-Fort Myers, FL",2013_CBSA_CODE,9800.0,212896.0,565319.0,9800.0,84618.0,235847.0,0.0,271577.0,915433.0,788015.0,330265.0,1187010.0,2.396973461608585,2.515965870145832,1.0,0.6175427366066113,0.7839250010126042,inf,15980,0.23884901548173756,0.0888931684954156,0.1808159852698031,0.23046933714113935,0.2807380129264993,"Cape Coral-Fort Myers, FL",15980,2013_CBSA_CODE,2021 Q4,15980,Fort Myers - FL USA,0.223574981093407,27962
2021,"Eau Claire, WI",2013_CBSA_CODE,5951.0,45419.0,110782.0,5951.0,22104.0,43531.0,0.0,70112.0,187317.0,162152.0,71586.0,257429.0,2.5448990374675518,2.0547864639884184,1.0,0.5914145539379768,0.647806366955728,inf,20740,0.18316123208348928,0.27990488562055527,0.17224069222131708,0.14617230674387371,0.22384904995706642,"Eau Claire, WI",20740,2013_CBSA_CODE,2021 Q4,20740,Eau Claire - WI USA,0.01650320738554,6107
2015,"Santa Cruz-Watsonville, CA",2013_CBSA_CODE,13639.0,120975.0,140544.0,13639.0,42249.0,51069.0,0.0,126178.0,199492.0,275158.0,106957.0,325670.0,2.752041355812724,2.8633813818078533,1.0,0.7045094540131935,0.9587646023871039,inf,42100,0.2576482744368671,0.143384996900186,0.1881380450506303,0.22751808224839842,0.20689398636081835,"Santa Cruz-Watsonville, CA",42100,2013_CBSA_CODE,2015 Q4,42100,Santa Cruz - CA USA,0.07073575258255,7352
2011,"Columbia, MO",2013_CBSA_CODE,8917.0,65350.0,91501.0,8917.0,28265.0,35252.0,0.0,94562.0,156259.0,165768.0,72434.0,250821.0,2.595625780097583,2.312046700866796,1.0,0.5855726710141496,0.6910809839047397,inf,17860,0.2286610558530987,0.3236113236419281,0.20625860749808722,0.1512777352716144,0.11013006885998469,"Columbia, MO",17860,2013_CBSA_CODE,2011 Q4,17860,Columbia - MO USA,0.00928187370300293,9550
2017,"Burlington-South Burlington, VT",2013_CBSA_CODE,10873.0,65911.0,142373.0,10873.0,31202.0,56712.0,0.0,90916.0,228279.0,219157.0,98787.0,319195.0,2.5104563408097054,2.112396641240946,1.0,0.6236797953381608,0.724965902591403,inf,15540,0.2149110163705603,0.17895343721078424,0.2775105824520945,0.15607409992262294,0.19479297841028054,"Burlington-South Burlington, VT",15540,2013_CBSA_CODE,2017 Q4,15540,Burlington - VT USA,0.0204684138298035,6349
2024,"The Villages, FL",2013_CBSA_CODE,7833.0,18634.0,128249.0,7833.0,10834.0,66728.0,0.0,35453.0,250987.0,154716.0,85395.0,286440.0,1.9219667905526916,1.7199556950341517,1.0,0.5109786562650656,0.5255972696245734,inf,45540,0.184018460877965,0.10083717934957605,0.07883438875174413,0.22555543629923797,0.4107545347214769,"The Villages, FL",45540,2013_CBSA_CODE,2024 Q4,45540,The Villages - FL USA,-0.0698626190423965,3865
2011,"Bremerton-Silverdale, WA",2013_CBSA_CODE,10647.0,82390.0,161743.0,10647.0,35221.0,65466.0,0.0,117331.0,263730.0,254780.0,111334.0,381061.0,2.470641248892555,2.3392294369836177,1.0,0.6132901073067152,0.7022014642336637,inf,14740,0.2683942225998301,0.14538172108265565,0.2046243476150018,0.20258526520208764,0.19529069061779342,"Bremerton-Silverdale, WA",14740,2013_CBSA_CODE,2011 Q4,14740,Bremerton - WA USA,0.0107534993439913,8873
2024,"Brownsville-Harlingen, TX",2013_CBSA_CODE,4384.0,136659.0,291018.0,4384.0,51159.0,95942.0,0.0,162121.0,387967.0,432061.0,151485.0,550088.0,3.033270100685831,2.671260188823081,1.0,0.7501101897841826,0.842944467403976,inf,15180,0.3485683343211936,0.11842615561360759,0.2046114782048749,0.17390731675191534,0.17345363276476486,"Brownsville-Harlingen, TX",15180,2013_CBSA_CODE,2024 Q4,15180,Brownsville-Harlingen - TX USA,0.0246042907238007,10898
2021,,2013_CBSA_CODE,2322221.0,17793539.0,49814507.0,2322221.0,7866183.0,19700206.0,0.0,25234253.0,80412196.0,69930267.0,29888610.0,105646449.0,2.528628736166515,2.2620296273300533,1.0,0.6194894490880463,0.7051343663709799,inf,,,,,,,,,,,,,,
2014,"Jackson, MS",2013_CBSA_CODE,21435.0,193101.0,408657.0,21435.0,71998.0,154037.0,0.0,237033.0,642470.0,623193.0,247470.0,879503.0,2.6529794789563548,2.682032834245396,1.0,0.6360717231933009,0.8146587184062979,inf,27140,0.32861041631063537,0.12762233235457093,0.18398661840176903,0.21050124028358216,0.16893232039191924,"Jackson, MS",27140,2013_CBSA_CODE,2014 Q4,27140,Jackson - MS USA,0.0270877163857222,27324
2018,"San Jose-Sunnyvale-Santa Clara, CA",2013_CBSA_CODE,37332.0,813715.0,1087432.0,37332.0,287573.0,357534.0,0.0,827095.0,1542169.0,1938479.0,682439.0,2369264.0,3.0414785726672147,2.8295945725085456,1.0,0.7051315387613161,0.9838228982160453,inf,41940,0.23798627283508353,0.08915406499818733,0.24592885715514645,0.2509711631222234,0.1982094467964828,"San Jose-Sunnyvale-Santa Clara, CA",41940,2013_CBSA_CODE,2018 Q4,41940,San Jose - CA USA,0.0407233946025372,144770
2010,"Auburn-Opelika, AL",2013_CBSA_CODE,4825.0,48491.0,87486.0,4825.0,19742.0,35331.0,0.0,66137.0,145380.0,140802.0,59898.0,211517.0,2.476182389403074,2.456235437139094,1.0,0.6017746595130005,0.7331901961080787,inf,12220,0.24270483182446226,0.36225278917737314,0.18881854364727474,0.14169639726959643,0.07323008393310099,"Auburn-Opelika, AL",12220,2013_CBSA_CODE,2010 Q4,12220,Auburn-Opelika - AL USA,0.00872136745601892,6424
2015,"Naples-Immokalee-Marco Island, FL",2013_CBSA_CODE,4125.0,122686.0,230359.0,4125.0,37130.0,97776.0,0.0,120828.0,369694.0,357170.0,139031.0,490522.0,2.3559871543118964,3.3042283867492594,1.0,0.6231072184022461,1.0153772304432747,inf,34940,0.28247721826451266,0.09776991669791174,0.17692320232137326,0.2101869813996707,0.24522765433708818,"Naples-Immokalee-Marco Island, FL",34940,2013_CBSA_CODE,2015 Q4,34940,Naples - FL USA,0.0631463155150414,9496
2015,"Fresno, CA",2013_CBSA_CODE,15987.0,464966.0,492561.0,15987.0,144217.0,159991.0,0.0,468715.0,675123.0,973514.0,320195.0,1143838.0,3.078679425717697,3.2240720580791447,1.0,0.7295870530258931,0.9920015361146965,inf,23420,0.3435175905335014,0.12535970372027203,0.18557485923701947,0.19762735339788284,0.16614763229999613,"Fresno, CA",23420,2013_CBSA_CODE,2015 Q4,23420,Fresno - CA USA,0.039614699780941,51609
2012,"Louisville/Jefferson County, KY-IN",2013_CBSA_CODE,24825.0,368054.0,835532.0,24825.0,159717.0,323424.0,0.0,495779.0,1349797.0,1228411.0,507966.0,1845576.0,2.5833951716632035,2.304413431256535,1.0,0.6190056727048586,0.7423751308546752,inf,31140,0.28857178566188657,0.12434588402788721,0.19427312296565177,0.2126399930444989,0.19864748107614644,"Louisville/Jefferson County, KY-IN",31140,2013_CBSA_CODE,2012 Q4,31140,Louisville - KY USA,0.0259767733514309,68969
2009,"Augusta-Richmond County, GA-SC",2013_CBSA_CODE,16707.0,150764.0,322533.0,16707.0,58803.0,124673.0,0.0,192998.0,520228.0,490004.0,200183.0,713226.0,2.5870316748614375,2.563882795095488,1.0,0.6199839301229461,0.7811687167742671,inf,12260,0.3366652516515879,0.1454458624074713,0.205042317794699,0.17426573983179008,0.15035419596190072,"Augusta-Richmond County, GA-SC",12260,2013_CBSA_CODE,2009 Q4,12260,Augusta - GA USA,-0.0366450808942318,19864
2008,"Flint, MI",2013_CBSA_CODE,6566.0,128606.0,364447.0,6566.0,56426.0,140173.0,0.0,174281.0,568807.0,499619.0,203165.0,743088.0,2.5999800246837834,2.2791975330521392,1.0,0.6407217210758658,0.737923238907282,inf,22420,0.3182744195449668,0.11965227127816742,0.1902399577002628,0.21674727462171284,0.1668195885106449,"Flint, MI",22420,2013_CBSA_CODE,2008 Q4,22420,Flint - MI USA,0.0122938035055995,19939
2013,"Harrisburg-Carlisle, PA",2013_CBSA_CODE,20352.0,150858.0,386094.0,20352.0,74301.0,150498.0,0.0,225078.0,633128.0,557304.0,245151.0,858206.0,2.5654427301359486,2.0303629830015746,1.0,0.6098198152664233,0.6702476474822062,inf,25420,0.22783677365469515,0.12206843521722414,0.20018825650611832,0.2073340492383566,0.25380821699876704,"Harrisburg-Carlisle, PA",25420,2013_CBSA_CODE,2013 Q4,25420,Harrisburg - PA USA,0.0179676376283169,26819
2010,"Pittsburgh, PA",2013_CBSA_CODE,70803.0,565805.0,1672735.0,70803.0,286399.0,671372.0,0.0,849798.0,2730299.0,2309343.0,1028574.0,3580097.0,2.491517370399719,1.9755830153038243,1.0,0.6126563427668544,0.6658111692425729,inf,38300,0.22226031936798013,0.13959402974523025,0.18665794752609113,0.1900637145306245,0.2748119935313403,"Pittsburgh, PA",38300,2013_CBSA_CODE,2010 Q4,38300,Pittsburgh - PA USA,0.0182788092643023,86982
2012,"New Haven-Milford, CT",2013_CBSA_CODE,28980.0,278102.0,556567.0,28980.0,120963.0,209090.0,0.0,350104.0,847535.0,863649.0,359033.0,1197639.0,2.661853747190205,2.2990666567462776,1.0,0.6566891042847788,0.7943411100701506,inf,35300,0.2730688740102552,0.11017180746632531,0.20017116022178913,0.20201221134691588,0.23274553940640486,"New Haven-Milford, CT",35300,2013_CBSA_CODE,2012 Q4,35300,New Haven - CT USA,0.00679700914770365,32704
2018,"Wenatchee, WA",2013_CBSA_CODE,1829.0,37322.0,80888.0,1829.0,16276.0,31580.0,0.0,52497.0,128316.0,120039.0,49685.0,180813.0,2.5613679544015198,2.2930695502580485,1.0,0.6303812462982014,0.7109358630016953,inf,48300,0.28184448850543914,0.14275762284979368,0.15942339638818928,0.173409785113338,0.2543272064733937,"Wenatchee, WA",48300,2013_CBSA_CODE,2018 Q4,48300,Wenatchee - WA USA,0.0699374154210091,1748
2022,"Lewiston-Auburn, ME",2013_CBSA_CODE,4030.0,32026.0,76905.0,4030.0,14805.0,31428.0,0.0,43773.0,124379.0,112961.0,50263.0,168152.0,2.4470217640320735,2.163188112124282,1.0,0.6183117728877061,0.7316382244762754,inf,30340,0.2558858427527634,0.14388309498532442,0.16246174982826453,0.20258539936301756,0.25847748704177853,"Lewiston-Auburn, ME",30340,2013_CBSA_CODE,2022 Q4,30340,Lewiston-Auburn - ME USA,0.0891651585698128,3923
2015,"Tyler, TX",2013_CBSA_CODE,5504.0,66181.0,151266.0,5504.0,26177.0,52203.0,0.0,82995.0,216286.0,222951.0,83884.0,299281.0,2.897649560370094,2.5282117889750544,1.0,0.6993795252582229,0.7974094824989457,inf,46340,0.2916395944455357,0.1804143183088802,0.1804143183088802,0.15916955017301038,0.19567549598827458,"Tyler, TX",46340,2013_CBSA_CODE,2015 Q4,46340,Tyler - TX USA,0.0275616385042667,11017
2006,"Birmingham-Hoover, AL",2013_CBSA_CODE,22347.0,246259.0,757458.0,22347.0,108209.0,295072.0,0.0,340233.0,1217888.0,1026064.0,425628.0,1558121.0,2.5670277084914868,2.2757718858874956,1.0,0.6219438897501248,0.7237951639023845,inf,13820,0.2925984431025871,0.1297617549003285,0.19907901843181366,0.21847323346557893,0.1751854754547042,"Birmingham-Hoover, AL",13820,2013_CBSA_CODE,2006 Q4,13820,Birmingham - AL USA,0.0615183636546135,52881
2015,"Indianapolis-Carmel-Anderson, IN",2013_CBSA_CODE,37633.0,655739.0,1294134.0,37633.0,270007.0,485088.0,0.0,821483.0,2038569.0,1987506.0,792728.0,2860052.0,2.6678334652681577,2.4285999992592786,1.0,0.6348247226363198,0.7982380645734605,inf,26900,0.2962733648601044,0.12543100227377052,0.19694268603819506,0.21498492540477232,0.18563330837421596,"Indianapolis-Carmel-Anderson, IN",26900,2013_CBSA_CODE,2015 Q4,26900,Indianapolis - IN USA,0.028041047975421,145739
2020,"Worcester, MA-CT",2013_CBSA_CODE,34987.0,229509.0,673823.0,34987.0,114212.0,254552.0,0.0,336606.0,1037635.0,938319.0,403751.0,1374241.0,2.6470937175901192,2.0094998774209367,1.0,0.6493834537192751,0.681832765904351,inf,49340,0.19845409112496679,0.11942451058564152,0.2021271496978332,0.1811955086728625,0.3125280490089713,"Worcester, MA-CT",49340,2013_CBSA_CODE,2020 Q4,49340,Worcester - MA USA,0.0282877907156944,30181
2014,"Hilton Head Island-Bluffton-Beaufort, SC",2013_CBSA_CODE,6304.0,72081.0,124831.0,6304.0,22648.0,52070.0,0.0,77591.0,209267.0,203216.0,81022.0,286858.0,2.39736892644517,3.1826651359943483,1.0,0.5965154563309074,0.9289866092716939,inf,25940,0.30413007588684954,0.12836947323150344,0.19324093727889458,0.20664252715694845,0.17992258708952427,"Hilton Head Island-Bluffton-Beaufort, SC",25940,2013_CBSA_CODE,2014 Q4,25940,Hilton Head Island - SC USA,0.029936408624053,4556
2011,"Lubbock, TX",2013_CBSA_CODE,11373.0,109830.0,162720.0,11373.0,44849.0,59542.0,0.0,135574.0,246375.0,283923.0,115764.0,381949.0,2.73286083772799,2.448884033088809,1.0,0.6604566210045663,0.8101110832460501,inf,31180,0.2690066466357097,0.2785759810616407,0.1723936993535464,0.15706091231903851,0.13001001547846672,"Lubbock, TX",31180,2013_CBSA_CODE,2011 Q4,31180,Lubbock - TX USA,0.00943296775221825,18946
2009,"Orlando-Kissimmee-Sanford, FL",2013_CBSA_CODE,29020.0,678991.0,1374780.0,29020.0,249397.0,491274.0,0.0,796172.0,2062736.0,2082791.0,769691.0,2858908.0,2.798397635535363,2.7225307441549016,1.0,0.6664837381031795,0.8528194912657064,inf,36740,0.2940554440338679,0.12879552159012417,0.2298911178498684,0.2076242542242828,0.1543496158270139,"Orlando-Kissimmee-Sanford, FL",36740,2013_CBSA_CODE,2009 Q4,36740,Orlando - FL USA,-0.0409281402826309,132070
2024,"Odessa, TX",2013_CBSA_CODE,2393.0,50691.0,117011.0,2393.0,24282.0,44036.0,0.0,71956.0,180897.0,170095.0,70711.0,252853.0,2.6571668634753385,2.087595749938226,1.0,0.6468377032233813,0.7044721774417699,inf,36220,0.2886113905821546,0.1203566708094139,0.23588013651338502,0.2506559349785958,0.12536742222485253,"Odessa, TX",36220,2013_CBSA_CODE,2024 Q4,36220,Odessa - TX USA,0.0313061811029911,9402
2014,"Hickory-Lenoir-Morganton, NC",2013_CBSA_CODE,8959.0,118439.0,280629.0,8959.0,45677.0,103061.0,0.0,150409.0,413932.0,408027.0,157697.0,564341.0,2.7229407826432888,2.5929680145368565,1.0,0.6779591817013423,0.7874462299463463,inf,25860,0.29114565303658424,0.08509021521627166,0.18250745109296768,0.2308783424378794,0.22492591122856492,"Hickory-Lenoir-Morganton, NC",25860,2013_CBSA_CODE,2014 Q4,25860,Hickory - NC USA,0.0300858803093433,6228
2022,"Eugene, OR",2013_CBSA_CODE,9692.0,141279.0,231131.0,9692.0,64344.0,95972.0,0.0,188179.0,384644.0,382102.0,170008.0,572823.0,2.4083170091276624,2.1956825811264453,1.0,0.6008958933455351,0.7507692144181869,inf,21660,0.18060008918522924,0.21417903580857736,0.208672201813433,0.20409968926733627,0.21078858145938179,"Eugene, OR",21660,2013_CBSA_CODE,2022 Q4,21660,Eugene - OR USA,0.0714143514633179,22639
2008,"Merced, CA",2013_CBSA_CODE,3388.0,110120.0,132638.0,3388.0,33691.0,38662.0,0.0,113016.0,162990.0,246146.0,75741.0,276006.0,3.4307071543117273,3.268528687186489,1.0,0.8137799865022394,0.9743753096906632,inf,32900,0.3653378132945877,0.11544678532509989,0.18508899382491828,0.1859244460588449,0.16565564838358154,"Merced, CA",32900,2013_CBSA_CODE,2008 Q4,32900,Merced - CA USA,0.0149675691500306,8467
2020,"Burlington, NC",2013_CBSA_CODE,4260.0,35876.0,130317.0,4260.0,15468.0,49516.0,0.0,47194.0,198452.0,170453.0,69244.0,245646.0,2.63181597867356,2.3193690199120764,1.0,0.6566676072803499,0.7601813789888545,inf,15500,0.2579719032222098,0.10890288772438399,0.13677667521462816,0.18580666740996768,0.3149459248522689,"Burlington, NC",15500,2013_CBSA_CODE,2020 Q4,15500,Burlington - NC USA,0.0567668080329895,8711
2024,"Jackson, MS",2013_CBSA_CODE,19844.0,158027.0,424205.0,19844.0,74576.0,168759.0,0.0,239344.0,714601.0,602076.0,263179.0,953945.0,2.5136733448290167,2.1190061145676893,1.0,0.5936249739365044,0.6602505180827596,inf,27140,0.27280148329083004,0.10877887955855645,0.2073379865466028,0.2151467787150297,0.21235611635986257,"Jackson, MS",27140,2013_CBSA_CODE,2024 Q4,27140,Jackson - MS USA,0.046838641166687,28993
2014,"Sacramento--Roseville--Arden-Arcade, CA",2013_CBSA_CODE,40366.0,907315.0,1295551.0,40366.0,328838.0,468789.0,0.0,1042926.0,2007356.0,2243232.0,837993.0,3050282.0,2.763612200798227,2.7591549638423785,1.0,0.6454017125014198,0.8699706402947093,inf,40900,0.2786011473413313,0.1372191576244193,0.1925858163923224,0.2080181634823628,0.200217124152031,"Sacramento--Roseville--Arden-Arcade, CA",40900,2013_CBSA_CODE,2014 Q4,40900,Sacramento - CA USA,0.0357077233493328,128457
